Engine RPM(rpm),Horsepower (At the wheels)(hp),Miles Per Gallon(Instant)(mpg),Litres Per 100 Kilometer(Instant)(l/100km)
1646.75,8.62,19.14,14.76
1639.5,-,20.16,14.01
1649.75,-,19.3,14.64
1613.5,-,20.88,13.53
1607.5,-,19.19,14.72
1601.5,-,20.1,14.06
1629.5,-,9.99,28.27
1640.75,7.66,15.72,17.97
1635.25,7.38,17.5,16.14
1614.5,7.38,21.67,13.03
1593.0,7.38,23.01,12.28
1574.0,-,23.12,12.22
1549.0,-,20.11,14.04
1529.5,-,21.13,13.37
1491.75,-,17.67,15.99
1431.0,-,19.2,14.71
1402.5,-,13.76,20.54
1346.25,-,13.11,21.55
1348.0,-,18.2,15.52
1331.75,-,16.03,17.62
1325.75,-,18.87,14.97
1312.5,-,18.73,15.08
1293.0,-,21.05,13.42
1281.5,-,15.81,17.86
1259.0,-,19.03,14.84
1259.25,-,13.23,21.35
1270.25,6.01,13.99,20.19
1270.0,6.01,16.4,17.22
1278.75,6.01,17.11,16.51
1258.5,-,17.72,15.94
1279.5,5.72,16.01,17.64
1278.25,5.72,17.24,16.39
1310.5,5.72,17.52,16.12
1285.75,-,17.52,16.12
1294.25,-,20.32,13.9
1270.25,-,21.79,12.96
1278.25,-,19.61,14.41
1294.75,6.75,13.05,21.65
1308.5,5.82,14.57,19.39
1334.75,6.24,12.18,23.19
1349.75,7.13,14.87,18.99
1347.0,7.13,19.11,14.78
1359.0,7.13,17.95,15.74
1363.75,6.87,19.84,14.24
1344.0,6.87,21.18,13.34
1346.0,6.87,12.59,22.43
1360.5,-,17.84,15.84
1351.75,-,19.48,14.5
1341.5,-,22.05,12.81
1351.75,-,18.49,15.27
1358.75,6.76,17.67,15.99
1393.0,13.99,16.31,17.32
1408.0,13.99,12.28,23
1461.5,6.37,11.17,25.3
1479.5,7.25,16.65,16.97
1458.75,7.83,18.34,15.41
1452.5,7.83,17.87,15.81
1453.75,7.83,18.59,15.2
1456.5,6.72,12.35,22.88
1502.0,6.72,12.59,22.43
1562.75,14.05,9.34,30.23
1607.75,15.86,9.47,29.83
1628.25,16.25,10.58,26.7
1628.0,16.25,15.75,17.94
1569.0,16.25,13.54,20.86
1565.0,-,12.9,21.9
1593.25,7.83,11.75,24.03
1567.75,7.83,18.12,15.59
1533.5,7.83,13.71,20.61
1520.5,-,16.53,17.09
1539.5,7.31,13.33,21.2
1515.25,7.31,16.51,17.11
1496.75,7.31,20.56,13.74
1468.75,7.31,13.38,21.12
1484.75,-,11.46,24.64
1498.75,7.94,11.01,25.66
1510.0,8.12,10.47,26.97
1492.25,8.12,18.69,15.11
1471.0,8.12,21.34,13.24
1482.75,-,18.78,15.04
1457.5,6.57,21.03,13.43
1472.0,6.57,21.51,13.13
1455.5,6.57,18.0,15.69
1468.5,7.34,14.59,19.36
1457.0,7.34,17.17,16.45
1469.75,7.34,13.56,20.84
1437.75,7.23,14.76,19.13
1453.5,7.23,15.36,18.39
1478.25,7.23,21.35,13.23
1437.0,-,19.9,14.2
1439.25,-,19.11,14.78
1393.5,-,14.14,19.97
1404.75,-,17.97,15.72
1378.0,-,19.54,14.46
1375.5,-,21.33,13.24
1357.0,-,21.34,13.24
1353.75,-,21.8,12.96
1308.5,-,21.25,13.29
1270.75,-,13.44,21.02
1251.75,-,13.42,21.05
1203.0,-,13.18,21.43
1138.75,-,18.97,14.89
1078.25,-,13.92,20.29
1108.0,-,13.63,20.72
1110.25,5.39,12.46,22.68
1171.75,11.25,11.27,25.07
1205.25,16.97,10.98,25.73
1236.5,12.45,12.94,21.84
1262.25,12.45,15.72,17.97
1234.0,12.45,18.49,15.28
1228.5,-,22.41,12.6
1228.5,-,17.75,15.92
1239.25,-,16.74,16.87
1247.0,5.94,17.37,16.26
1223.5,5.94,20.04,14.1
1208.75,5.94,20.44,13.82
1191.25,5.94,21.67,13.03
1189.25,-,19.87,14.21
1191.25,-,17.33,16.3
1201.5,6,16.54,17.08
1219.5,6,12.74,22.17
1252.0,5.49,11.87,23.79
1269.75,5.9,14.49,19.5
1277.25,6.35,16.22,17.42
1277.0,6.35,17.77,15.89
1283.5,6.35,18.05,15.65
1283.25,-,17.5,16.14
1298.0,-,12.79,22.08
1313.0,6.15,13.37,21.13
1321.25,6.6,14.42,19.59
1277.25,6.6,20.85,13.55
1262.5,6.6,17.77,15.89
1259.75,-,15.5,18.22
1265.5,6.25,13.53,20.88
1262.0,6.25,14.5,19.48
1243.25,6.25,17.8,15.87
1179.0,-,22.07,12.8
1163.0,-,13.84,20.41
1191.0,-,12.56,22.5
1219.5,5.37,11.37,24.84
1235.0,6.14,12.02,23.49
1169.25,6.14,18.31,15.42
1138.5,6.14,13.33,21.2
1167.0,-,11.84,23.86
1219.0,11.32,11.32,24.96
1239.0,6.09,10.45,27.04
1284.75,11.95,10.65,26.52
1316.0,12.59,10.68,26.46
1340.0,12.59,10.29,27.45
1379.0,6.38,10.04,28.13
1318.5,6.38,19.25,14.67
1292.25,6.38,13.58,20.8
1191.75,-,13.54,20.86
1174.5,-,13.52,20.89
1172.25,-,15.11,18.69
1201.0,5.55,13.55,20.85
1212.75,5.99,14.92,18.94
1236.25,11.76,15.0,18.83
1263.5,11.76,16.8,16.81
1277.0,11.76,16.08,17.56
1296.5,5.71,16.36,17.26
1270.75,6.14,19.41,14.56
1280.25,6.14,22.26,12.69
1281.0,6.14,13.52,20.9
1313.75,6.14,13.4,21.08
1329.0,12.52,14.17,19.93
1331.25,12.52,17.84,15.83
1306.25,12.52,14.17,19.94
1287.5,-,13.59,20.78
1305.5,6.49,13.53,20.88
1329.5,6.49,10.98,25.73
1355.5,12.77,12.86,21.97
1386.5,6.47,15.3,18.46
1393.75,7,17.78,15.88
1356.75,7,20.02,14.11
1332.75,7,14.08,20.06
1296.25,-,13.53,20.88
1292.25,-,19.08,14.8
1324.5,-,13.73,20.58
1332.75,6.25,13.82,20.45
1378.75,12.27,10.89,25.93
1406.0,12.27,14.61,19.33
1429.75,7.38,12.1,23.35
1446.0,7.1,12.69,22.25
1436.25,7.67,18.25,15.48
1450.5,7.67,13.07,21.62
1475.5,6.61,15.02,18.81
1492.75,7.96,16.04,17.61
1514.5,8.08,13.94,20.27
1518.5,8.08,16.4,17.22
1549.0,8.08,11.63,24.28
1570.25,7.74,15.67,18.03
1575.25,8.37,12.69,22.26
1584.25,8.37,15.6,18.1
1592.25,7.53,16.53,17.09
1592.25,7.53,17.15,16.47
1610.75,7.53,17.12,16.5
1607.25,7.53,20.37,13.86
1584.75,-,20.22,13.97
1546.25,-,22.76,12.41
1519.0,-,22.83,12.37
1510.25,-,21.68,13.03
1489.5,-,13.7,20.61
1447.25,-,18.43,15.33
1441.5,-,20.82,13.57
1388.0,-,22.0,12.84
1357.0,-,13.49,20.93
1297.0,-,12.9,21.89
1357.0,5.91,10.91,25.9
1374.0,14.59,12.45,22.69
1384.0,7.45,11.02,25.62
1418.5,7.45,14.48,19.51
1380.0,7.45,19.9,14.19
1308.0,-,14.13,19.99
1265.5,-,18.98,14.89
1207.5,-,13.82,20.44
1157.5,-,13.58,20.8
1170.75,5.55,13.2,21.4
1226.25,11.51,12.07,23.41
1236.75,11.51,14.88,18.99
1253.75,6.23,16.49,17.13
1276.0,6.23,15.2,18.59
1297.25,11.62,12.44,22.7
1334.75,6.61,12.64,22.34
1339.75,6.61,18.48,15.29
1360.5,6.61,18.29,15.45
1340.25,6.61,17.1,16.52
1345.0,-,18.62,15.17
1346.75,6.35,20.78,13.6
1349.25,6.35,21.45,13.17
1327.25,6.35,21.73,13
1315.5,6.35,14.11,20.02
1300.5,-,13.2,21.4
1313.25,11.26,15.12,18.68
1299.75,11.26,18.95,14.91
1254.5,11.26,13.62,20.74
1255.5,11.26,15.84,17.83
1257.75,-,16.3,17.33
1274.0,-,16.97,16.65
1270.25,6.02,17.07,16.55
1244.0,6.02,20.18,14
1242.5,6.02,20.86,13.54
1228.0,-,21.12,13.37
1205.0,-,21.61,13.07
1198.25,-,18.85,14.98
1196.75,-,17.8,15.87
1160.0,-,21.06,13.41
1139.5,-,13.53,20.88
1155.25,-,13.61,20.76
1107.25,-,19.99,14.13
1125.0,-,18.35,15.39
1127.0,5.28,16.85,16.76
1149.75,5.76,17.84,15.84
1151.5,5.76,18.84,14.99
1145.25,5.76,20.58,13.73
1117.0,-,14.46,19.54
1106.0,-,17.33,16.3
1117.25,5.64,16.37,17.26
1109.0,5.64,17.84,15.84
1108.5,5.64,20.28,13.93
1101.75,-,21.55,13.11
1101.5,-,16.93,16.69
1104.0,-,19.76,14.29
1090.25,-,21.31,13.26
1107.5,-,18.29,15.44
1117.0,-,17.06,16.55
1134.5,5.08,16.94,16.67
1102.0,5.08,21.66,13.04
1106.0,5.08,18.6,15.18
1112.5,-,18.11,15.6
1123.75,-,17.17,16.45
1086.5,5.59,19.77,14.29
1093.75,5.59,21.44,13.17
1063.25,5.59,17.82,15.85
1086.0,-,16.17,17.47
1108.0,5.19,14.77,19.13
1109.5,5.19,16.0,17.65
1066.25,5.19,15.53,18.19
1051.75,-,17.67,15.98
1037.5,-,16.82,16.79
1014.75,-,20.54,13.75
969.5,-,22.7,12.44
935.0,-,24.75,11.41
957.25,-,17.28,16.35
972.75,4.36,17.64,16.01
975.75,4.36,16.58,17.03
997.5,4.98,16.64,16.98
1018.5,4.98,13.48,20.95
1036.25,4.84,12.99,21.75
1068.0,5.26,13.57,20.82
1083.0,5.06,14.69,19.23
1103.0,4.93,15.22,18.56
1106.25,4.93,18.64,15.16
1106.75,4.93,18.57,15.21
1104.5,4.93,19.2,14.71
1110.5,-,17.9,15.78
1109.5,-,15.75,17.93
1129.25,5.61,15.93,17.74
1160.25,5.43,12.34,22.89
1177.5,5.43,14.37,19.66
1190.5,5.86,14.77,19.12
1207.0,5.99,15.26,18.51
1210.5,5.99,18.39,15.36
1210.0,5.99,20.69,13.65
1204.25,-,21.95,12.87
1214.0,-,19.18,14.73
1215.25,-,18.7,15.11
1236.5,6.16,15.21,18.57
1268.75,6.24,13.82,20.44
1285.25,6.02,14.9,18.96
1284.75,6.02,18.52,15.25
1288.75,6.02,19.87,14.22
1302.0,-,18.0,15.69
1310.5,6.16,16.97,16.64
1340.25,6.6,16.37,17.26
1353.5,6.4,16.55,17.07
1356.25,6.4,17.33,16.3
1337.75,6.4,21.68,13.03
1318.25,-,21.9,12.9
1305.25,-,21.92,12.89
1247.0,-,13.33,21.2
1255.5,-,13.19,21.41
1281.75,11.53,13.32,21.2
1291.75,7.22,17.09,16.52
1264.0,7.22,19.44,14.53
1247.75,7.22,22.26,12.69
1203.25,-,13.57,20.81
1203.5,-,16.92,16.7
1209.25,-,17.91,15.77
1225.75,-,15.19,18.59
1258.5,9.66,15.86,17.81
1268.75,9.66,17.88,15.8
1251.75,9.66,21.9,12.9
1239.0,-,14.62,19.32
1243.5,-,13.67,20.67
1220.25,-,15.52,18.2
1237.75,5.49,17.72,15.94
1295.0,6.22,11.64,24.27
1321.5,19.82,12.03,23.49
1349.75,6.38,14.25,19.82
1364.5,6.38,18.03,15.67
1339.0,6.38,20.87,13.54
1314.25,-,14.82,19.07
1300.75,-,17.99,15.7
1301.0,-,17.41,16.23
1300.0,-,13.85,20.4
1319.5,-,12.06,23.42
1337.75,6.23,13.46,20.98
1363.0,7.16,16.49,17.13
1353.75,7.16,18.45,15.31
1319.25,7.16,21.25,13.2
1322.75,-,18.27,15.46
1343.75,6.41,16.35,17.28
1356.0,6.41,17.79,15.88
1323.75,6.41,21.36,13.23
1292.0,6.41,23.1,12.23
1284.25,-,22.77,12.4
1255.5,-,16.42,17.2
1252.0,-,19.08,14.8
1249.25,-,19.57,14.44
1286.75,6.35,14.05,20.11
1309.5,5.81,14.85,19.02
1316.5,6.62,15.81,17.87
1301.5,6.62,21.33,13.24
1296.75,6.62,20.18,14
1292.5,-,20.75,13.61
1264.75,-,16.8,16.81
1279.5,6.38,15.37,17.31
1306.0,6.11,15.24,18.54
1316.25,6.65,15.28,18.49
1324.0,6.65,17.94,15.75
1331.75,6.65,18.21,15.51
1341.75,-,17.76,15.9
1338.0,6.75,19.01,14.86
1345.25,6.75,20.74,13.62
1330.75,6.75,21.31,13.26
1335.75,-,21.49,13.14
1329.25,-,20.2,13.98
1306.5,-,20.62,13.7
1310.0,-,19.42,14.54
1327.75,6.6,16.62,17
1352.5,6.6,16.68,16.94
1368.5,6.38,12.52,22.56
1385.0,6.12,15.77,17.91
1394.75,6.12,18.32,15.42
1411.25,6.98,16.93,16.68
1426.25,6.98,18.61,15.18
1432.5,6.07,19.08,14.8
1435.5,6.07,19.5,14.48
1441.5,7.24,19.6,14.41
1449.5,7.24,19.42,14.55
1448.75,7.24,18.42,15.34
1456.75,-,18.73,15.08
1458.25,-,18.85,14.98
1449.0,-,21.07,13.41
1448.25,-,18.63,15.16
1443.0,-,19.63,14.39
1439.75,-,21.04,13.43
1439.25,-,20.98,13.47
1437.25,-,19.45,14.52
1451.5,7.23,19.44,14.53
1454.25,7.23,18.09,15.61
1462.0,6.93,12.99,21.74
1477.0,6.93,16.85,16.76
1487.25,6.93,18.06,15.64
1500.75,7.08,14.69,19.22
1516.5,7.08,16.93,16.69
1521.5,6.81,18.56,15.22
1521.0,6.81,19.7,14.34
1522.5,6.81,20.93,13.5
1520.25,6.81,20.1,14.06
1515.75,7.62,20.56,13.74
1517.75,7.62,19.68,14.35
1515.75,7.62,19.58,14.42
1517.0,7.76,19.38,14.58
1520.25,7.76,18.45,15.31
1519.0,7.76,19.55,14.45
1522.0,7.76,20.06,14.08
1545.25,-,13.87,20.37
1570.5,6.91,14.16,19.95
1577.25,7.88,12.96,21.79
1613.0,8.01,12.9,21.89
1643.75,8.01,9.94,28.43
1667.0,15.56,8.99,31.42
1694.75,7.88,13.87,20.37
1707.75,8.49,12.41,22.76
1712.75,8.49,14.21,19.89
1722.0,8.67,17.97,15.72
1724.75,8.67,19.05,14.83
1727.75,8.67,19.51,14.48
1743.5,-,16.11,17.53
1692.75,-,17.47,16.17
1685.0,-,19.1,14.79
1690.0,8.02,12.91,21.88
1706.25,8.02,12.98,21.77
1712.5,8.02,15.27,18.5
1710.75,8.1,19.51,14.48
1708.5,8.1,20.12,14.04
1707.25,8.1,20.02,14.11
1724.25,8.13,11.91,23.71
1717.25,8.13,13.07,21.62
1739.5,8.13,10.75,26.28
1749.75,8.73,12.08,23.38
1757.25,8.73,14.8,19.09
1764.5,7.94,17.85,15.83
1762.75,7.94,19.11,14.78
1749.25,7.94,19.97,14.14
1744.25,-,22.2,12.72
1736.25,-,20.51,13.77
1731.5,-,20.39,13.85
1729.5,-,20.27,13.94
1724.0,-,20.27,13.94
1696.5,-,20.29,13.92
1681.0,-,20.62,13.7
1647.25,-,20.41,13.84
1629.25,-,21.88,12.91
1612.75,-,21.53,13.12
1597.0,-,20.46,13.81
1593.25,-,20.02,14.11
1594.75,-,19.1,14.79
1599.25,-,12.13,23.29
1602.75,-,11.95,23.64
1622.5,-,10.09,28
1620.25,7.29,13.96,20.24
1638.25,7.29,19.03,14.84
1602.25,7.29,12.62,22.38
1662.5,15.01,10.22,27.65
1711.0,15.01,13.43,21.03
1675.75,15.01,12.44,22.7
1706.75,8.48,11.33,24.92
1717.25,8.48,14.86,19.01
1728.25,8.65,15.12,18.69
1743.5,8.23,11.63,24.28
1745.0,8.23,13.9,20.32
1770.0,8.23,17.39,16.25
1734.5,-,20.97,13.47
1723.25,-,21.26,13.29
1724.75,-,21.0,13.45
1727.5,-,18.45,15.31
1727.25,-,18.51,15.26
1731.5,-,19.85,14.23
1725.5,-,19.33,14.61
1716.25,-,20.37,13.87
1716.25,-,20.74,13.62
1718.0,-,20.64,13.69
1718.75,-,17.85,15.82
1722.5,-,18.23,15.49
1730.75,-,18.39,15.36
1733.75,-,18.91,14.94
1738.5,-,18.91,14.94
1739.0,-,18.62,15.17
1742.5,9.33,19.09,14.8
1744.0,9.33,18.64,15.16
1747.75,9.33,18.76,15.06
1751.5,-,18.92,14.93
1749.25,-,18.96,14.9
1753.75,-,20.09,14.06
1759.75,-,17.25,16.38
1766.5,7.94,16.59,17.03
1729.25,7.94,17.78,15.89
1701.5,7.94,22.76,12.41
1704.5,7.94,20.9,13.52
1727.0,-,10.12,27.93
1748.5,16.49,13.11,21.55
1762.5,16.49,15.05,18.77
1783.75,8.87,13.96,20.23
1796.75,8.87,15.31,18.45
1805.5,9,16.39,17.24
1818.5,8.63,16.45,17.18
1819.75,8.63,18.28,15.45
1813.0,8.63,19.54,14.45
1810.25,-,17.74,15.92
1809.25,8.23,17.9,15.79
1802.5,8.23,19.75,14.3
1799.5,8.23,20.17,14
1793.75,-,19.44,14.53
1787.0,-,11.75,24.04
1805.75,-,14.97,18.87
1801.75,-,19.47,14.51
1802.75,-,19.93,14.18
1795.0,-,20.17,14
1790.75,-,19.03,14.85
1768.25,-,21.59,13.09
1747.0,-,20.88,13.53
1736.0,-,21.3,13.26
1723.0,-,21.52,13.12
1714.5,-,21.11,13.38
1709.75,-,18.57,15.22
1709.75,-,20.56,13.74
1697.0,-,21.11,13.38
1690.25,-,21.18,13.33
1689.5,-,21.27,13.28
1683.25,-,20.09,14.06
1680.0,-,20.62,13.7
1678.75,-,20.46,13.81
1676.0,-,20.49,13.79
1678.0,-,20.57,13.73
1673.75,-,20.49,13.79
1689.5,8.05,16.35,17.28
1691.0,8.05,18.82,15.01
1688.75,8.05,20.27,13.94
1681.5,-,20.92,13.5
1682.5,-,20.82,13.57
1682.25,-,19.62,14.4
1680.5,-,18.6,15.19
1679.5,-,18.71,15.1
1678.0,-,19.71,14.33
1674.5,-,20.09,14.06
1665.0,-,20.02,14.11
1663.5,-,19.92,14.18
1662.0,-,19.35,14.6
1649.5,-,20.77,13.6
1642.5,-,21.32,13.25
1635.25,-,21.18,13.34
1635.25,-,20.51,13.78
1633.25,-,19.42,14.55
1634.5,-,19.7,14.34
1632.25,-,20.43,13.83
1630.25,-,20.25,13.95
1630.25,-,20.3,13.92
1620.25,-,19.26,14.67
1631.5,-,19.26,14.67
1628.75,-,19.17,14.74
1620.25,-,20.46,13.81
1616.0,-,21.91,12.89
1607.5,-,21.65,13.05
1594.75,-,21.63,13.06
1590.5,-,21.35,13.23
1573.0,-,21.14,13.36
1587.75,-,22.1,12.78
1539.25,-,21.27,13.28
1509.25,-,19.89,14.21
1507.25,-,21.39,13.21
1500.75,-,21.08,13.4
1498.75,-,19.43,14.54
1513.0,-,17.44,16.2
1517.75,-,18.46,15.3
1526.75,7.62,19.32,14.62
1532.75,7.62,19.08,14.8
1518.0,7.62,19.85,14.23
1512.5,7.62,21.82,12.94
1515.5,-,13.18,21.43
1534.25,8.1,15.89,17.78
1522.75,8.1,16.44,17.18
1548.0,8.1,12.76,22.14
1539.25,-,17.39,16.25
1533.5,-,20.42,13.83
1521.25,-,20.64,13.68
1505.25,-,21.4,13.2
1482.5,-,22.56,12.52
1472.25,-,20.71,13.64
1452.75,-,14.35,19.69
1472.5,7.35,12.6,22.41
1497.5,7.35,13.33,21.19
1512.5,7.08,11.59,24.38
1534.75,8.08,10.74,26.3
1567.0,7.74,12.47,22.65
1568.0,7.44,15.32,18.44
1593.5,7.99,14.74,19.16
1602.75,7.99,15.04,18.79
1610.25,7.99,15.24,18.54
1625.5,7.26,17.03,16.59
1617.5,7.26,20.3,13.92
1620.5,7.26,20.27,13.93
1632.75,-,18.27,15.46
1637.5,-,18.32,15.42
1641.25,7.78,18.92,14.93
1635.0,7.78,20.06,14.08
1630.0,7.78,20.97,13.47
1628.75,-,20.41,13.84
1631.25,-,19.59,14.42
1644.5,7.48,18.26,15.47
1654.0,7.48,18.43,15.33
1661.75,7.48,17.69,15.97
1668.25,7.48,17.52,16.12
1666.5,7.87,16.84,16.77
1664.25,7.87,19.49,14.5
1669.0,8.37,17.94,15.75
1678.0,8.37,17.82,15.85
1683.75,8.37,17.78,15.88
1690.5,-,18.27,15.46
1701.5,7.64,19.18,14.73
1704.75,7.64,18.33,15.41
1712.0,8.63,17.78,15.89
1721.75,8.63,17.56,16.09
1730.25,8.63,17.47,16.17
1746.5,7.45,13.26,21.31
1750.75,7.45,17.64,16.02
1755.75,7.45,18.32,15.42
1767.5,8.34,15.57,18.14
1771.5,8.34,16.82,16.79
1777.25,8.34,17.98,15.71
1771.75,-,18.55,15.23
1770.0,-,18.63,15.16
1773.25,-,18.87,14.97
1764.75,-,19.47,14.51
1760.5,-,18.48,15.29
1726.25,-,18.23,15.5
1708.75,-,23.32,12.11
1679.75,-,23.27,12.14
1677.0,-,20.75,13.61
1676.5,-,17.21,16.41
1685.75,-,16.88,16.73
1707.0,9.02,11.59,24.37
1682.5,9.02,11.21,25.19
1708.0,9.02,13.17,21.44
1736.25,9.15,10.81,26.13
1776.75,8.76,8.92,31.66
1760.5,7.94,10.77,26.23
1797.0,9.57,9.99,28.27
1797.5,9.57,10.68,26.44
1786.75,9.57,12.24,23.08
1798.75,9.57,11.69,24.16
1787.75,9.01,16.4,17.22
1783.5,9.01,12.62,22.39
1815.75,8.49,9.98,28.3
1839.25,19.72,8.63,32.74
1790.5,19.72,11.69,24.17
1812.0,19.72,16.55,17.07
1771.0,19.72,18.46,15.3
1754.75,-,11.8,23.93
1786.0,9.44,9.47,29.83
1813.0,8.38,8.13,34.75
1819.5,7.94,10.32,27.36
1809.0,7.94,16.99,16.63
1805.0,7.94,20.36,13.88
1801.5,7.94,19.49,14.5
1804.75,-,18.77,15.05
1820.25,-,14.27,19.8
1826.25,8.6,14.93,18.91
1826.5,8.6,18.18,15.53
1825.0,8.6,19.85,14.23
1821.25,8.6,19.42,14.55
1825.0,-,19.36,14.59
1820.75,-,19.21,14.7
1820.25,-,19.63,14.39
1821.5,-,17.28,16.35
1842.25,-,15.53,18.19
1858.5,6.55,9.29,30.42
1871.0,9.96,10.98,25.73
1884.0,9.96,10.49,26.94
1882.5,9.96,15.4,18.35
1885.25,9.96,18.68,15.12
1858.5,-,18.3,15.44
1851.0,-,22.16,12.75
1847.25,-,15.04,18.78
1848.5,-,16.27,17.36
1826.5,-,20.41,13.84
1809.5,-,22.08,12.8
1832.75,9.48,12.5,22.6
1852.75,9.48,8.71,32.44
1866.5,19.08,8.66,32.61
1872.75,19.08,11.55,24.46
1896.25,9.97,9.22,30.64
1901.5,10.05,12.72,22.21
1888.75,10.05,17.46,16.18
1842.25,10.05,17.45,16.19
1837.25,-,13.84,20.42
1843.5,-,13.82,20.45
1828.0,8.71,17.64,16.02
1813.75,8.71,21.4,13.2
1813.25,8.71,21.47,13.16
1786.5,-,20.71,13.64
1791.75,-,19.97,14.15
1802.5,-,16.34,17.29
1803.0,-,16.15,17.49
1806.5,-,17.12,16.5
1797.75,-,20.33,13.89
1802.5,-,12.59,22.44
1790.25,-,17.16,16.46
1768.25,-,21.86,12.92
1751.0,-,22.72,12.43
1735.75,-,21.86,12.92
1695.0,-,22.73,12.43
1643.75,-,21.09,13.4
1657.25,-,22.1,12.78
1607.75,-,14.07,20.08
1560.75,-,13.03,21.68
1547.75,-,17.49,16.15
1518.0,-,19.92,14.18
1487.5,-,13.69,20.63
1498.75,-,13.68,20.65
1466.0,-,14.63,19.31
1445.0,-,13.52,20.9
1371.0,-,18.59,15.19
1340.75,-,13.7,20.61
1298.25,-,17.84,15.83
1263.5,-,14.14,19.97
1264.0,-,14.04,20.12
1219.75,-,19.72,14.33
1216.75,-,14.24,19.84
1220.0,-,14.19,19.91
1242.5,12.24,13.56,20.83
1201.75,12.24,21.04,13.43
941.0,12.24,18.27,15.46
1495.0,6.12,14.39,19.63
1483.0,6.12,14.91,18.94
1473.0,6.12,17.75,15.92
1473.25,-,17.14,16.48
1459.25,-,17.29,16.34
1472.0,-,16.73,16.89
1444.0,-,16.92,16.7
1449.25,-,16.56,17.05
1442.0,-,17.98,15.71
1429.0,-,17.18,16.45
1444.25,-,16.87,16.74
1435.75,-,16.4,17.22
1446.25,-,16.57,17.05
1453.75,5.36,15.75,17.93
1411.0,5.36,17.51,16.13
1379.75,5.36,11.48,24.6
1361.0,5.36,10.68,26.45
1415.5,5.61,11.54,24.49
1423.5,11.08,12.77,22.12
1381.75,11.08,13.33,21.2
1381.0,11.08,14.11,20.02
1400.75,5.43,14.93,18.92
1386.0,5.43,16.64,16.98
1386.75,5.43,17.87,15.8
1381.75,-,17.7,15.96
1390.0,-,15.77,17.92
1414.25,-,14.12,20.01
1437.75,11.75,14.43,19.58
1421.0,11.75,17.15,16.47
1404.0,11.75,18.23,15.5
1413.5,-,11.17,25.3
1444.25,-,13.88,20.36
1419.0,5.56,15.73,17.95
1428.5,5.56,17.24,16.38
1434.0,5.25,15.71,17.98
1462.75,5.67,11.21,25.19
1494.25,6.11,12.46,22.67
1509.5,6.11,12.61,22.4
1474.75,6.11,15.76,17.92
1426.5,-,10.8,26.17
1406.5,-,15.8,17.88
1370.5,-,16.52,17.1
1379.25,-,14.69,19.23
1398.25,6.1,13.86,20.38
1436.75,6.1,14.06,20.08
1447.5,5.87,13.86,20.38
1472.25,5.35,15.4,18.34
1481.75,6.12,16.5,17.12
1496.0,6.12,16.79,16.83
1484.75,6.12,17.41,16.22
1479.75,6.12,17.59,16.06
1474.75,5.47,17.82,15.85
1457.5,5.47,18.07,15.63
1453.0,5.47,18.02,15.68
1470.75,-,15.52,18.2
1504.5,-,13.84,20.41
1525.0,5.78,13.79,20.48
1544.5,5.25,15.37,18.38
1542.0,6.09,16.22,17.42
1557.5,6.09,17.33,16.3
1561.5,6.09,16.22,17.42
1569.75,6.09,16.95,16.66
1558.5,-,17.85,15.83
1550.25,-,17.43,16.21
1513.25,-,17.92,15.77
1528.75,-,18.49,15.28
1554.0,6.36,16.01,17.64
1558.25,6.36,16.95,16.66
1556.75,6.36,17.33,16.3
1566.75,-,16.65,16.97
1575.0,-,17.57,16.07
1577.0,6.13,17.4,16.23
1555.5,6.13,17.7,15.96
1558.75,6.13,12.92,21.86
1593.75,6.46,13.13,21.52
1623.75,6.27,14.73,19.18
1627.25,6.27,16.25,17.38
1625.0,6.27,17.53,16.11
1618.25,-,18.26,15.47
1623.75,-,16.92,16.69
1632.75,-,15.72,17.97
1654.25,7.05,15.2,18.58
1679.75,6.23,8.43,33.49
1698.0,6.25,9.51,29.71
1723.5,6.25,14.22,19.86
1740.75,6.25,13.57,20.82
1731.75,6.75,17.16,16.47
1780.0,6.75,9.36,30.19
1807.0,13.89,10.81,26.12
1332.5,13.89,13.94,20.27
1509.5,13.89,14.9,18.96
1517.75,7.49,15.63,18.08
1530.0,7.63,17.37,16.27
1554.25,6.91,16.78,16.83
1564.75,6.91,17.65,16
1566.5,7.85,19.22,14.7
1565.75,7.85,21.03,13.43
1557.25,7.85,21.26,13.28
1559.0,-,21.13,13.37
1559.0,-,20.73,13.63
1554.25,-,19.92,14.18
1555.5,-,17.16,16.46
1538.75,-,21.64,13.06
1527.25,-,21.97,12.86
1511.0,-,21.4,13.2
1497.5,-,21.79,12.96
1480.5,-,21.95,12.87
1473.25,-,20.53,13.76
1466.75,-,20.56,13.74
1452.25,-,21.04,13.43
1443.25,-,21.8,12.96
1428.25,-,21.3,13.26
1425.0,-,21.17,13.34
1422.25,-,20.77,13.6
1426.0,-,20.65,13.68
1443.25,-,16.85,16.77
1452.5,7.24,11.2,16.7
1491.0,15.79,12.06,23.42
1461.5,15.79,18.67,15.13
1440.25,15.79,17.85,15.83
1451.75,-,17.14,16.48
1439.0,-,18.33,15.41
1428.25,-,22.0,12.84
1409.0,-,22.39,12.62
1379.0,-,22.71,12.44
1347.25,-,19.19,14.72
1341.25,-,20.03,14.1
1321.5,-,19.71,14.33
1303.75,-,18.89,14.96
1283.25,-,21.77,12.97
1264.75,-,13.79,20.49
